#,id,uuid,name,employees_count,industries,keywords,address,annual_revenue,total_funding,technologies,text_search,created_at,updated_at
21,100175,797e0bc4-7fda-5ade-a087-7cf1087e5afb,ECMSI,27,{information technology & services},"{managed services,hipaa certified,inhouse helpdesk,network security suite,network back ups,security suite,cloud services,it management,patch management,virus protection,monitoring,backup system monitoring,mobile device encryption,spam filtering,network health assessment,email encryption,it services & it consulting,cloud solutions,vulnerability management,disaster recovery,security breach prevention,security assessments,security automation,security infrastructure,vulnerability scanning,security policy development,security policies,security system integration,security reporting,network security,security risk assessment,endpoint security,managed it,security compliance,managed service providers,employee security training,proactive monitoring,cloud security architecture,penetration testing,security awareness programs,data backup,password management,cybersecurity,firewall management,security audits,cloud migration,data protection,it support,security technology integration,information technology and services,security incident response planning,compliance management,threat detection,incident response,cloud security,security services,cyber threat intelligence,security incident analysis,siem/soc,siem/soc services,it consulting,security monitoring,security awareness training,network monitoring,security policy enforcement,security incident response,security training,remote security management,managed detection and response,cybersecurity services,security event correlation,security compliance audits,remote support,security information management,security architecture,security automation tools,on-site support,backup and disaster recovery,firewall configuration,security incident management,multi-factor authentication,b2b,consulting,services,computer systems design and related services,cloud computing,enterprise software,enterprises,computer software,information technology & services,computer & network security,management consulting}","158 S Bridge St, Struthers, Ohio, United States, 44471",24712000,0,"{Cloudflare DNS,Rackspace MailGun,Outlook,CloudFlare Hosting,Simpli.fi,Google Dynamic Remarketing,Google Font API,Lucky Orange,reCAPTCHA,Google Tag Manager,DoubleClick,Drip,Apache,YouTube,Linkedin Marketing Solutions,Mobile Friendly,DoubleClick Conversion,WordPress.org,Remote}","158 S Bridge St, Struthers, Ohio, United States, 44471 Struthers Ohio United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
22,115575,af07faee-ac59-5101-94b4-da8d32981ee0,Chabad of Tribeca/Soho,8,{religious institutions},"{""""}","54 Reade St, New York, New York, United States, 10007-1808",0,0,"{Gmail,Google Apps,CloudFlare Hosting,Remote,Canal}","54 Reade St, New York, New York, United States, 10007-1808 New York New York United States",2025-11-08 16:41:33.787730,2025-11-08 16:41:33.787730
23,100165,465b1870-9149-528c-9676-e39087629af2,DefectDojo,22,{computer & network security},"{cybersecurity,vulnerability correlation,devsecops,vulnerability management,aspm,security policy enforcement,security risk scoring,continuous feedback,security automation,vulnerability tracking,compliance reporting,open source security platform,security pipeline automation,security metrics dashboards,security process automation,security posture assessment,information technology and services,security incident triage,security compliance automation,security workflow automation,api integration,security analytics,security data normalization,security trend analysis,security community support,security tool integration,vulnerability deduplication algorithms,security orchestration,vulnerability deduplication,software development,security collaboration tools,risk management,security metrics,risk prioritization,security tool support,security incident management,security tool orchestration,security scan aggregation,deduplication,devsecops platform,security reporting,automated scan aggregation,b2b,services,computer systems design and related services,automation,cloud security,information technology & services}","815 Brazos Street, Austin, Texas, United States, 78701",0,0,"{Gmail,Google Apps,DigitalOcean,GitHub Hosting,Webflow,Hubspot,Django,DoubleClick Conversion,Mobile Friendly,Google Tag Manager,Nginx,Bootstrap Framework,YouTube,Varnish,Google Dynamic Remarketing,DoubleClick,Docker,Talkdesk,Render,IoT,Circle,Remote,Android,Intuit,AI,QuickBooks}","815 Brazos Street, Austin, Texas, United States, 78701 Austin Texas United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
24,100166,4b1f0b77-3458-5c85-a32b-5cde5f348cef,Harlin ITS,9,{computer networking},"{computer networking products,it project management,cyber threat prevention,cloud services,endpoint protection,data backup,office 365,firewall management,business continuity,it consulting,data storage,cloud computing,two-factor authentication,application performance optimization,it management,it strategy,it policy development,network security,business it planning,vendor support coordination,it support,information technology and services,remote support,pci compliance,help desk support,it monitoring,it compliance,it asset management,dark web monitoring,malware prevention,cybersecurity,remote collaboration,vendor management,it environment audit,cybersecurity assessment,computer systems design and related services,managed it services,it infrastructure,network operations,it solutions,cybersecurity services,managed service providers,cyber threats detection,password management,hipaa compliance,b2b,consulting,services,information technology & services,enterprise software,enterprises,computer software,management consulting,computer & network security}","219 NW 20th Ave, Battle Ground, Washington, United States, 98604",0,0,"{Sendgrid,Outlook,Mobile Friendly,Google Analytics,Google Maps,Google Font API,ConnectWise,WordPress.org,Google Tag Manager,Node.js,Android,Jumpcloud,IoT,AI}","219 NW 20th Ave, Battle Ground, Washington, United States, 98604 Battle Ground Washington United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
25,100167,f2f479c5-0ee3-51bc-909e-8f40f6ca2af0,tryopine.com,10,{information technology & services},"{technology,information & internet,sales engineering automation,integrations with salesforce,slack,zoom,automated bug and feature request logging,ai deal insights chatbot,customer relationship management,collaboration tools,ai-driven poc success analysis,collaborative sales tools,software publishing,presales process optimization,deal management automation,sales enablement,security and compliance,call transcript analysis,enterprise software,automation of admin tasks,ai-generated summaries,scalability and process maturity assessment,ai-powered presales software,presales analytics,security compliance (gdpr,soc),task automation,presales productivity analytics,workflow automation,deal workflow management,integrations with jira and linear,automation of technical documentation,ai-driven insights,automation of follow-ups and reporting,information technology and services,deal success criteria,ai-powered deal risk assessment,api integrations,deal progress tracking,ai presales platform,automated stakeholder communication,integration with crm and communication tools,presales process maturity assessment,ai-based deal strategy recommendations,integrated deal and project management,customizable playbooks for evaluations,stakeholder collaboration,performance metrics,deal tracking and visibility,poc management platform,b2b,consulting,services,computer systems design and related services,customer engagement,risk management,project management,information technology & services,crm,sales,enterprises,computer software,productivity}","Durham, North Carolina, United States",0,0,"{Gmail,Google Apps,Microsoft Office 365,Amazon AWS,Webflow,Hubspot,Google Tag Manager,Quantcast,Mobile Friendly}","Durham, North Carolina, United States Durham North Carolina United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
26,100168,e1888965-4bf8-56e2-8a9d-312ba7e58e9c,Sidekick,9,{information technology & services},"{software development,multi-profile support,secure protocols,secure online workspace,memory management,multi-account management,online work optimization,secure browsing,local search engine,data privacy,productivity tools,anti-tracking technology,local search,distraction-free browser,vpn service,adhd-friendly browser,privacy-first browser,distraction-free browsing,attention management,tab clutter eradication,local data encryption,internet software and services,chromium engine,multi-account support,focus tools,web app integration,ad and tracker blocker,multi-account login,search across apps,multi-login support,session saving and grouping,focus mode automation,private browsing,user-oriented design,tab grouping,web browser software,chromium-based browser,local search index,local data hosting,distraction reduction,user data protection,privacy and security,fast browsing,privacy-focused browser,focus mode,distraction-free zone,customizable interface,search across tabs,local search hosting,extension support,ad blocker,session management,security features,privacy browser settings,memory optimization,privacy browser,tab suspension,multi-session support,fast page response,extension compatibility,cybersecurity,productivity browser,distraction reduction tools,secure web browser,workspace organization,end-to-end encryption,vpn integration,tab management,fast page loading,session grouping,privacy protection,productivity software,b2c,services,web search portals,libraries,archives,and other information services,data protection,information technology & services,computer software}","101 S Park St, San Francisco, California, United States, 94107-1808",0,0,"{Cloudflare DNS,Gmail,Google Apps,Microsoft Office 365,CloudFlare Hosting,Twitter Advertising,DoubleClick,Google Dynamic Remarketing,DoubleClick Conversion,Facebook Login (Connect),Mobile Friendly,Facebook Custom Audiences,YouTube,Google Analytics,Intercom,Facebook Widget,Google Tag Manager,WordPress.org,Bing Ads,AI,Remote}","101 S Park St, San Francisco, California, United States, 94107-1808 San Francisco California United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
27,105148,d7e7120b-b323-5437-8597-0a7aea843696,Maximus,42000,{government administration},"{government program operations,health insurance exchanges,case management,customer contact centers,business process management,eligibility & enrollment services,medicaid & chip administration,health insurance appeals,technology,customer experience,digital solutions,public sector it,application modernization,public health analytics tools,cloud migration,cybersecurity,scalable government solutions,ai and analytics,data governance,government health it,cloud computing,public health infrastructure,program management,data transformation,public sector solutions,health insurance eligibility,government client services,healthcare operations,program transformation,medical reviews,government health programs,health and human services,community impact,healthcare technology,public health data,digital health transformation,information technology and services,public program innovation,healthcare data management,healthcare program modernization,program administration,public health initiatives,clinical services,digital government,healthcare data analytics,data transformation services,digital health services,public service delivery,government data security,cloud solutions for government,healthcare data security,data analytics,government programs,community impact programs,public service technology,government technology modernization,cybersecurity solutions,cybersecurity in public sector,ai-driven solutions,government digital transformation,public service delivery innovation,public policy transformation,digital modernization,government it modernization,it infrastructure modernization,community health programs,policy implementation,public sector ai applications,data management,healthcare digital solutions,public health analytics,digital government solutions,cloud architecture,operational excellence,cloud solutions,health technology,community service access,clinical assessments,government services,ai and analytics in government,data security,public sector digital transformation,government digital services,health care and social assistance,b2b,government,consulting,services,enterprise software,enterprises,computer software,information technology & services,health & human services,health,wellness & fitness,computer & network security}","1600 Tysons Blvd, McLean, Virginia, United States, 22102-4824",5395260000,0,"{Route 53,Microsoft Office 365,Drupal,CloudFlare,Jira,Atlassian Confluence,Atlassian Cloud,React Redux,StackAdapt,Hubspot,ServiceNow,Salesforce,Workday,Adobe Marketing Cloud,Salesforce Live Agent,Google Tag Manager,Google Font API,Google Analytics,Google AdWords Conversion,Adobe Media Optimizer,reCAPTCHA,Stripe,AppDynamics,Mobile Friendly,Microsoft-IIS,Apache,Linkedin Marketing Solutions,Vimeo,YouTube,ASP.NET,Bootstrap Framework,CrazyEgg,ON24,Wistia,Remote}","1600 Tysons Blvd, McLean, Virginia, United States, 22102-4824 McLean Virginia United States",2025-11-08 16:41:13.782404,2025-11-08 16:41:13.782404
28,100169,69931e19-9df8-5d1d-989a-e1632cc67ed9,admin,5,{legal services},"{legal project management,legal research and analysis,project management in jira,legal document handling,legal data encryption,legal workflow optimization,legal workflow,legal security,immigration law,nearshoring legal services,legal evidence collection,legal data security,latin american legal talent,ai-powered legal document review,legal technology,legal talent sourcing,latin american talent,legal industry innovation,immigration case management,legal evidence,llms for legal writing,legal team training,legal document refinement,legal case review process,legal process customization,legal evidence analysis with llms,legal team,legal case management,legal process automation,ai legal tools,legal project automation,legal process flexibility,legal process outsourcing,legal process streamlining,legal review,legal security policies,cloud data security,legal team collaboration,ai tools,legal review and analysis,legal collaboration tools,legal workflow customization,legal process scalability,legal deadlines management,legal process efficiency,legal project tracking,legal process design,legal document organization,legal quality assurance,cloud security,cloud-based legal case management,legal review process,legal case review,legal process transparency,legal service quality,legal quality control,legal services,legal process streamlining in immigration,b2b,services,offices of lawyers,process optimization,law practice}","135 W 41st St, New York, New York, United States, 10036",0,0,"{Gmail,Google Apps,Instantly,WordPress.org,Mobile Friendly,Google Font API,AI,Remote,Android,Flutter,Render}","135 W 41st St, New York, New York, United States, 10036 New York New York United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
29,100170,0406075b-9f8f-5790-bd90-6b15da5266df,Theseus Professional Services,7,{management consulting},"{auditing,iso,vulnerability assessment,quality control,risk assessment,software qa,nuclear qa,security engineering & consulting,business consulting & services,security system specification,perimeter security,security system for federal buildings,security standards,security system for new constructions,security system optimization,scif security design,healthcare security,data center security,security system testing,security design,security system performance,security project management,security system certification,security peer review,security system performance monitoring,security system for healthcare facilities,security system design for sensitive facilities,security system integration,facility security design,intrusion detection,lighting and cpted,security standards development,security system upgrades,security system documentation,security risk assessment,government security,security system scalability,physical security,security system for sensitive environments,veteran-owned business,video surveillance systems,security system for critical infrastructure,security compliance,security technology implementation,security system design,security system for multi-use buildings,security system evaluation,security system peer review,security technology solutions,access control,security engineering,security system implementation,security system consulting,security system for urban environments,security system for renovation projects,security system maintenance,video surveillance,perimeter intrusion detection,security system for data centers,security system for office buildings,lighting considerations,security system for high-risk facilities,security system for hospitals,security consulting services,security services,security consulting,electronic security,security risk management,access control systems,security system for construction sites,security system commissioning,security system for large complexes,physical security assessment,commercial security,security system modernization,security compliance consulting,b2b,government,consulting,services,other scientific and technical consulting services,management consulting}","1829 Reisterstown Rd, Pikesville, Maryland, United States, 21208",0,0,"{Outlook,Hubspot,Facebook Widget,Google Tag Manager,Facebook Login (Connect),Mobile Friendly,Facebook Custom Audiences,Android,Node.js,IoT}","1829 Reisterstown Rd, Pikesville, Maryland, United States, 21208 Pikesville Maryland United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
30,100171,3ce14de6-4f5d-502b-8c05-c17d2912931f,Advanced Reporting,16,{information services},"{student screening,volunteer screening,employment screening,tenant screening,business screening,background screening credentialing,social media screening,background screening compliance,tenant screening services,transunion resident score,license verification,employment screening services,background checks,sex offender registry,drug testing,occupational health testing,api integration,professional license check,employment and tenant screening,background screening software,credit checks,employment history verification,criminal record database,employment verification,incarceration locator,criminal record search,ats integration,total insight report,global sanctions databases,criminal justice data sources,federal and state compliance,dispute resolution,rapid insight report,financial stability check,criminal background checks,identity verification,driver record check,pbsa accreditation,education verification,background screening,hris compatibility,data security,character assessment,criminal justice data,batch order processing,county court records,b2b,services,all other support services,risk assessment,conflict resolution,computer & network security,information technology & services}","451 Division St NE, Salem, Oregon, United States, 97301",0,0,"{Cloudflare DNS,Outlook,Microsoft Office 365,CloudFlare Hosting,Google Font API,reCAPTCHA,Bootstrap Framework,ShareThis,WordPress.org,Google Analytics,Mobile Friendly,Stripe,Formstack,AI}","451 Division St NE, Salem, Oregon, United States, 97301 Salem Oregon United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
31,100172,0bbd4b0a-bdee-56a9-8eb7-03905505d780,GlobalKynect Solutions,5,{information technology & services},"{disaster recovery,system design & administration,database development & administration,blockchain services,data migration,it training,cybersecurity,servicedisabled veteranowned small business,information technology,it services & it consulting,information technology & services}","S Virginia Ave, Falls Church, Virginia, United States, 22046",0,0,"{Outlook,Microsoft Office 365,Android,SharePoint,Flutter,Python,Reviews}","S Virginia Ave, Falls Church, Virginia, United States, 22046 Falls Church Virginia United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
32,100173,78582c0a-bae4-5a5f-add4-c6df5f8637bf,Ignite IT - Innovation & Technology,49,{information technology & services},"{cloud migration,devsecops,software development,agile,risk management framework,it strategy,business optimization,innovation,security operation center,systems engineering,enterprise architecture,cybersecurity,automation,data analytics,digital strategy,modernization,business process reengineering,security health assessment,cloud engineering,ci,cd pipeline,product management,centers of excellence,governance,compliance management,design thinking,human centered innovation,security automation,federal agency cybersecurity,risk management,ai & machine learning,agile development,ai analytics,cloud architecture,cybersecurity lifecycle,security compliance,digital transformation,cyber threat prevention,cyber risk mitigation,system modernization,it consulting,government contracts,compliance standards,federally compliant security,cybersecurity services,government it solutions,cloud computing,it modernization,government it contracts,security testing,cyber threat mitigation,automation technologies,ai,threat detection,automated security testing,enterprise it,software pipelines,it support,government contracting,cybersecurity tools,risk assessment,it architecture,security framework implementation,vulnerability assessment,information technology and services,cyber defense,program delivery,cloud security,program management,federal agencies,security protocols,hyper automation,secure cloud architecture,large-scale it modernization,machine learning,security risk management,automation tools,security & risk management,it security,government cloud solutions,software engineering,incident response,federal government it,b2b,government,consulting,services,computer systems design and related services,information technology & services,marketing,marketing & advertising,management consulting,enterprise software,enterprises,computer software,information architecture,artificial intelligence,computer & network security}","20130 Lakeview Center Plaza, Ashburn, Virginia, United States, 20147",0,0,"{Outlook,Flywheel,Workable,Mobile Friendly,WordPress.org,Google Analytics,IoT,Android,Node.js,Render,Remote,AI}","20130 Lakeview Center Plaza, Ashburn, Virginia, United States, 20147 Ashburn Virginia United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
33,100176,a4dacdf5-3f3f-56fd-94f7-4797ebb31363,Linea Energy,48,{renewables & environment},"{renewable energy power generation,wind energy,project financing solutions,safety standards,energy market,technology innovation,energy infrastructure,renewable energy development,us manufacturing support,project development,project acceleration,renewable energy assets,project execution,portfolio financings,power generation,interconnection-first approach,interconnection queue management,innovative development,risk management,grid reliability services,renewable energy,multi-gigawatt projects,renewable infrastructure,community impact,energy transition,safety in energy storage,environmental stewardship,renewable project lifecycle,climate change mitigation,renewable project financing,energy trading analysis,project financing,project portfolio,energy storage,community benefits,community engagement,renewable project scaling,active risk management,safety protocols,decommissioning,solar energy,renewables,grid integration,decarbonization,renewable project deployment,regulatory compliance,landowner partnerships,independent power producer,land restoration,b2b,services,electric power generation,energy efficiency,clean energy,project management,analytics,renewables & environment,clean energy & technology,environmental services,oil & energy,productivity,information technology & services}","311 California St, San Francisco, California, United States, 94104-2602",0,145000000,"{Outlook,Microsoft Office 365,Amazon AWS,Mobile Friendly}","311 California St, San Francisco, California, United States, 94104-2602 San Francisco California United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
34,100177,a9eeaa2a-43d3-5608-ac71-a8ff9df858dc,Specialty Insurance,38,{insurance},"{hospitality industry,liability insurance,hospitality sector insurance,claims management,property enhancement endorsements,managing general agency,insurance for entertainment venues,insurance solutions,tavern insurance,insurance in nj,hospitality risk management,liquor liability,restaurant insurance,insurance agency,property coverage,insurance representation,insurance broker,property endorsement,hospitality,entertainment venue insurance,application processing,customer service,underwriting,insurance claims handling,property insurance,liability coverage,endorsements,insurance in us,insurance underwriting,insurance,liquor liability insurance,loss runs,insurance application forms,restaurant liability insurance,insurance representation for hospitality,insurance for taverns,insurance forms,claims processing,insurance for restaurants,hospitality insurance,insurance book of business,managing general agent,b2b,services,direct insurance (except life,health,and medical) carriers,risk management,regulatory compliance,financial reporting,leisure,travel & tourism}","1350 Campus Pkwy, Neptune City, New Jersey, United States, 07753-6817",0,0,"{Outlook,Microsoft Office 365,Amazon AWS,Mobile Friendly}","1350 Campus Pkwy, Neptune City, New Jersey, United States, 07753-6817 Neptune City New Jersey United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
35,100178,41231059-54c9-5dd3-9059-88f122c49289,Silver Stratus Global,3,{information technology & services},"{infrastructure solutions,cloud solutions,end to end it,gaming,server management,igaming,short term hosting,it warehousing,it architecture,temporary data center staging,forward stock location,online gambling,it services & it consulting,igaming infrastructure,it infrastructure,information technology and services,gaming and gambling,enterprise it solutions,short-term data center,it environment deployment,hybrid cloud dr/bcp,retail & hospitality,it project management,data center hosting,healthcare,virtualization,manufacturing,energy & utilities,it consulting,cybersecurity,b2b,consulting,services,computer systems design and related services,cloud computing,enterprise software,enterprises,computer software,information technology & services,games,information architecture,health care,health,wellness & fitness,hospital & health care,mechanical or industrial engineering,management consulting}","East Troy, Wisconsin, United States, 53120",0,0,"{Outlook,Microsoft Azure Hosting,ASP.NET,Microsoft-IIS,Google Tag Manager,YouTube,Bootstrap Framework,Google Font API,Mobile Friendly,Node.js,Android,SharePoint,Python,Flutter,AI,IoT}","East Troy, Wisconsin, United States, 53120 East Troy Wisconsin United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
36,100179,8bfa673d-ed1e-5e3d-9d33-2f5dd301ad53,"Brinck Insurance Group,",5,{insurance},"{business packages,workers compensation,general liability,commercial property,commercial auto,auto,home owners,motor cycle,rv,mobile,surety bonds,construction bonds,life insurance,health insurance,personal insurance,boat insurance,specialty vehicle insurance,auto insurance,liability insurance,industry-specific insurance,financial services,insurance partner,home insurance,tailored insurance,cyber liability,specialty policies,farm property insurance,liability risk management,insurance provider,watercraft insurance,business insurance,renters insurance,insurance brokerage,insurance solutions,rv insurance,errors and omissions,insurance policies,watercraft liability,recreational vehicle insurance,industry-specific risk coverage,farm and ranch insurance,classic car insurance,property insurance,risk management,insurance quotes,insurance coverage,auto coverage,insurance claims support,insurance consultation,watercraft policies,personal watercraft insurance,commercial insurance,client-focused service,motorcycle insurance,b2c,consulting,services,insurance agencies and brokerages,insurance,customer service,internet,information technology & services,b2b,insurance agencies & brokerages}","1525 E Republic Rd, Springfield, Missouri, United States, 65804",0,0,"{Rackspace MailGun,Sendgrid,Outlook,Microsoft Office 365,Amazon AWS,Nginx,Google Analytics,Google Tag Manager,Node.js,AI,Remote,IoT,Vimeo,SharePoint,Android,Reviews,Flutter,Python}","1525 E Republic Rd, Springfield, Missouri, United States, 65804 Springfield Missouri United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
37,100509,a15ae280-02ca-50ba-8a71-cf80567c3280,Serverless Stack,28,{information technology & services},"{software development,resource linking in code,custom domains,resource environment variables,resource linking,resource resource dependencies,resource resource linking apis,multi-provider support,resource sharing,multi-region deployment,resource configuration,web development,automated deployment,resource resource orchestration,resource linking apis,serverless architecture,full-stack development,resource orchestration,resource resource automation,resource resource deployment,multi-cloud deployment,cloud computing,terraform support,cloud provider integrations,aws infrastructure,full-stack applications,autoscaling policies,autoscaling,local development environment,cloud resources,resource lifecycle,serverless framework,serverless computing,infrastructure as code,resource management,resource provisioning,resource resource linking,deployment automation,information technology,vpc access,vpc networking,high-level components,pulumi support,resource resource configuration,resource resource sharing,resource resource management,resource resource lifecycle,resource dependencies,computer systems design and related services,cloud infrastructure,information technology & services,enterprise software,enterprises,computer software,b2b,internet infrastructure,internet}","Fillmore St, San Francisco, California, United States, 94115",3100000,2000000,"{Route 53,Gmail,Google Apps,Amazon AWS,Google Tag Manager,Facebook Login (Connect),Mobile Friendly,Google Analytics,Ruby On Rails,reCAPTCHA,Discord,AI}","Fillmore St, San Francisco, California, United States, 94115 San Francisco California United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
38,100180,b349ee73-4fcc-593f-9572-6f2031295fd3,OpsCo,22,{information technology & services},"{technology,information & internet,first-party data strategies,cookieless data strategies,reporting services,real-time reporting,media & publishing,ad platform consolidation,ad inventory management,ad platform error handling,ad inventory yield lift,automated ad data reporting,automated multi-market reporting,ad campaign setup,traffic shaping,information technology & services,ad request maximization,yield optimization,data management,ad performance analytics,demand partner integration,google multiple customer management (mcm),ad data consolidation,admanager 360 platform partner,platform migration,advertising & marketing,ad trafficking support,private programmatic marketplace,prebid performance enhancement,adops services,cross-market reporting,ad network management,digital ad fulfillment,ad trafficking,cpm optimization,demand-side platform support,machine learning,private marketplace management,demand partner access,admanager support,ad revenue growth,automated ad trafficking,programmatic services,digital monetization,identity solutions,b2b,consulting,services,advertising agencies,artificial intelligence}","700 S Rosemary Ave, West Palm Beach, Florida, United States, 33401-6023",0,0,"{Gmail,Google Apps,Zendesk,Create React App,Mobile Friendly,Google Tag Manager,Remote,Reviews,AI}","700 S Rosemary Ave, West Palm Beach, Florida, United States, 33401-6023 West Palm Beach Florida United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
39,100181,b597a272-f16f-5703-a8dd-caa7dbca1b5a,CashNet Solutions,11,{financial services},"{merchant card processing,cannabis card processing,highrisk credit card processing,customer invoicing,merchant services,electronic invoicing,pci compliance,large enterprise solutions,pos solutions,payment security,automatic card updater,software integrations,virtual banking,small business solutions,integrated payment solutions,customer vault,interchange plus,multi-industry support,information technology & services,payment processing,recurring payments,financial services,virtual terminal,hardware integrations,merchant account,retail cloud pos,no hidden fees,credit card processing,inventory management,merchant support,mobile payments,cash advance,merchant dashboard,dual pricing,retail,surcharging,electronic checks,qb integration,gift cards,fraud protection,ispyfraud,electronic funds transfer,chargeback management,low rates,payment gateway,smart terminals,b2b,b2c,e-commerce,d2c,non-profit,services,financial transactions processing,reserve,and clearinghouse activities,payments,internet,consumer internet,consumers,nonprofit organization management}","517 E Wilson Ave, Glendale, California, United States, 91206-4359",0,0,"{Outlook,Microsoft Office 365,Active Campaign,Android,KNIME,Node.js,IoT,Sisense,Domo,Adyen,AI,Data Analytics,QuickBooks}","517 E Wilson Ave, Glendale, California, United States, 91206-4359 Glendale California United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
40,100182,8bcbbba0-5fbd-5417-80d4-89fcec274a43,Institute for Financial Integrity,22,{financial services},"{elearning,compliance,risk management,training,financial crime,ai-powered compliance tools,risk mitigation,technology,shell companies,financial crime prevention,ai tools,cross-border payments,cryptocurrency compliance,export control violations,expert-led videos,sanctions risk management,regulatory updates,digital asset risks,regulatory compliance,e-learning courses,training services,beneficial ownership,global sanctions,education,interactive scenarios,microlearning,video library,regulatory standards,aml/cft training,consulting,anti-money laundering,transnational crime,risk assessment,training development,continuing education,sanctions evasion,compliance training,financial services,askfin ai tool,financial integrity,certification programs,counter-terrorism financing,curated resources,dolfin platform,financial compliance,compliance certification,regulatory enforcement,b2b,services,other scientific and technical consulting services,digital assets,payment processing,e-learning,internet,information technology & services,computer software,education management,management consulting}","1050 Connecticut Avenue Northwest, Washington, District of Columbia, United States, 20036",0,0,"{Outlook,MailChimp SPF,Microsoft Office 365,Hubspot,Azure Active Directory,MailChimp,Linkedin Login,Linkedin Widget,Shutterstock,Nginx,WordPress.org,Google Tag Manager,Google Font API,Mobile Friendly,Varnish,New Relic,reCAPTCHA,YouTube,Android}","1050 Connecticut Avenue Northwest, Washington, District of Columbia, United States, 20036 Washington District of Columbia United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
41,100183,2ea1d6d2-323e-5031-8285-f41518a094fe,Précis AI,9,{information technology & services},"{precis public policy,precis public relations,data management,software development,saas,artificial intelligence,precis public affairs,data security,technology,information & internet,information technology & services,computer software,computer & network security}","1120 G St NW, Washington, District of Columbia, United States, 20005-3801",0,0,"{Gmail,Google Apps,Google Cloud Hosting,Ubuntu,Mobile Friendly,Hotjar,Google Tag Manager,WordPress.org,Nginx,Remote,AI}","1120 G St NW, Washington, District of Columbia, United States, 20005-3801 Washington District of Columbia United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
42,100211,e223639a-e0bf-54de-94d1-c6637206357f,Qualitas Consulting Group,24,{management consulting},"{enterprise legal management,contract lifecycle management,business process redesign,management consulting,business consulting & services,elm solutions,business process design,metadata extraction,ai-powered analytics,relationship mapping,workflow optimization,clm solutions,contract data schema,automation,policy creation,process mapping,training and support,contract classification,digital transformation,autonomous ai agents,process automation,data security,system testing,information technology,contract due diligence,contract management,repository analysis,security and governance,ai agents,risk management,ai contract analysis,deduplication,legal services,change management,contract detection,system integration,system customization,vendor selection,legal technology,data mapping,compliance,legal spend management,process improvement,contract data analysis,contract governance,b2b,consulting,services,other scientific and technical consulting services,project management,operational efficiency,regulatory compliance,computer & network security,information technology & services,productivity}","13725 Metcalf Ave, Overland Park, Kansas, United States, 66223",0,0,"{Outlook,Google Cloud Hosting,Apache,Gravity Forms,Varnish,Google Tag Manager,WordPress.org,Wix,Mobile Friendly,Google Font API,reCAPTCHA,Micro,Android,SharePoint,Python,Remote,Flutter,SAP,Coupa,""""}","13725 Metcalf Ave, Overland Park, Kansas, United States, 66223 Overland Park Kansas United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
43,100184,1ada5d28-cdf2-5910-8329-ffc431ea63ee,moatmetrics.com,20,{information technology & services},"{technology,information & internet,ai-powered ip insights,patent licensing reports,infringement risk mitigation,patent portfolio management,target screening for m&a,deal sourcing and diligence,ai platform for ip,ip moat analysis,financial services,infringement risk assessment,patent protection gap analysis,growth stage financing analytics,innovation behavior evaluation,emerging technology identification,category-defining ip analytics,early ip valuation,ip monetization strategies,ip strategy insights,patent landscape analysis,patent prosecution management,patent portfolio restructuring,nlp/ml/ai technologies,patent and technology relationships,information technology and services,intellectual property analytics,ip valuation tools,target analysis,legal services,competitive advantage analysis,invention disclosure analyzer,ip portfolio optimization,entity relationship analysis,ip risk analysis,ip risk management,proprietary ip taxonomy,technology relationship mapping,ai-driven diligence,ip litigation strategy support,patent pruning tools,patent-to-product mapping,innovation alpha,ip asset management,ip collateralization,b2b,consulting,services,computer systems design and related services,risk assessment,regulatory compliance,information technology & services}",United States,0,0,"{Route 53,Outlook,Linkedin Marketing Solutions,reCAPTCHA,Google Font API,LeadPages,Mobile Friendly,Google Tag Manager}",United States   United States,2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
